incident_num,shooting_date,district,victim_gender,victim_race,multi_victim,v_hispanic_or_latinx,fatal,district_name
212035261,2021-05-28 02:56:00+00,B3,Male,,f,FALSE,FALSE,Mattapan
212035337,2021-05-28 23:52:17+00,B3,Male,,f,TRUE,TRUE,Mattapan
212036459,2021-06-02 02:58:37+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212036612,2021-06-02 16:22:47+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212037273,2021-06-04 23:16:19+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212037834,2021-06-06 23:11:17+00,D4,Male,White,f,TRUE,FALSE,South End
212038114,2021-06-07 20:46:59+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
212038321,2021-06-08 15:53:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212038333,2021-06-08 16:20:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212038390,2021-06-08 20:00:00+00,C6,Male,Black or African American,t,FALSE,FALSE,South Boston
212038390,2021-06-08 20:00:00+00,C6,Male,White,t,FALSE,FALSE,South Boston
212038681,2021-06-10 01:08:18+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212039196,2021-06-11 20:41:08+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212039858,2021-06-14 13:52:45+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212040044,2021-06-15 01:13:36+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212040965,2021-06-18 00:46:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212041475,2021-06-19 20:54:27+00,D14,Male,White,f,TRUE,FALSE,Brighton
212041733,2021-06-20 20:36:59+00,B2,Male,Black or African American,t,FALSE,TRUE,Roxbury
212041733,2021-06-20 20:36:51+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
212043018,2021-06-25 01:28:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212043505,2021-06-26 20:08:12+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212043607,2021-06-27 05:06:22+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212043285,2021-06-26 01:13:32+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212043809,2021-06-28 01:20:07+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
212044094,2021-06-28 23:18:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
212044118,2021-06-29 03:47:00+00,B3,Male,White,f,TRUE,FALSE,Mattapan
212045685,2021-07-05 01:55:00+00,B2,Male,White,f,FALSE,FALSE,Roxbury
212045678,2021-07-05 01:49:00+00,B2,Male,,f,FALSE,FALSE,Roxbury
212045661,2021-07-05 00:58:00+00,B3,Male,,f,FALSE,FALSE,Mattapan
212045549,2021-07-04 13:57:00+00,B2,Female,Black or African American,f,TRUE,FALSE,Roxbury
 212045699,2021-07-05 03:07:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
212046745,2021-07-09 01:53:00+00,C6,Female,Black or African American,f,FALSE,FALSE,South Boston
212046950,2021-07-09 21:25:18+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
212046950,2021-07-09 21:21:31+00,B2,Male,Black or African American,t,TRUE,FALSE,Roxbury
212046950,2021-07-09 21:27:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
212047472,2021-07-11 20:21:00+00,B2,Male,White,f,FALSE,FALSE,Roxbury
212047031,2021-07-10 04:34:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
212047193,2021-07-10 18:11:00+00,C11,Male,Black or African American,t,TRUE,FALSE,Dorchester
212047193,2021-07-10 18:11:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
212047090,2021-07-10 11:31:28+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212047193,2021-07-10 18:11:00+00,C11,Unknown,Black or African American,t,FALSE,FALSE,Dorchester
212047193,2021-07-10 18:11:00+00,C11,Unknown,Black or African American,t,FALSE,FALSE,Dorchester
212048551,2021-07-15 21:15:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
212048551,2021-07-15 21:15:00+00,E13,,White,t,FALSE,FALSE,Jamaica Plain
212048551,2021-07-15 21:15:00+00,E13,Male,Black or African American,t,FALSE,FALSE,Jamaica Plain
212048551,2021-07-15 21:15:00+00,E13,Male,Black or African American,t,TRUE,FALSE,Jamaica Plain
212049099,2021-07-18 02:38:00+00,C11,Male,White,f,TRUE,FALSE,Dorchester
212049012,2021-07-17 18:59:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
212049012,2021-07-17 18:59:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
212049526,2021-07-19 17:26:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212049900,2021-07-20 23:30:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
212051093,2021-07-24 22:24:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212052004,2021-07-27 23:00:00+00,C6,Female,Black or African American,f,FALSE,FALSE,South Boston
212052395,2021-07-29 13:17:00+00,E5,Female,Black or African American,f,FALSE,TRUE,West Roxbury
212052526,2021-07-29 20:06:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212052857,2021-07-31 23:21:00+00,C6,Male,White,f,FALSE,FALSE,South Boston
212053150,2021-08-01 02:32:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212052662,2021-07-30 11:31:36+00,C11,Female,Black or African American,f,FALSE,FALSE,Dorchester
212054186,2021-08-04 18:09:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212055384,2021-08-09 00:29:00+00,B3,Female,Black or African American,t,FALSE,TRUE,Mattapan
212055384,2021-08-09 00:29:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
212055384,2021-08-09 00:29:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
212055384,2021-08-09 00:29:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
212055384,2021-08-09 00:29:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
212055384,2021-08-09 00:29:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
212056815,2021-08-13 22:15:00+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
212056861,2021-08-14 03:18:00+00,B3,Male,White,t,FALSE,TRUE,Mattapan
212056861,2021-08-14 03:18:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
212056986,2021-08-14 15:22:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
212059080,2021-08-22 00:34:00+00,B3,Male,Black or African American,f,TRUE,TRUE,Mattapan
212059215,2021-08-22 15:38:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212059810,2021-08-24 18:13:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
212060448,2021-08-26 20:10:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212060812,2021-08-28 00:58:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212060825,2021-08-28 02:59:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212061019,2021-08-28 18:30:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
212061712,2021-08-31 07:59:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212062988,2021-09-04 17:17:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212063320,2021-09-05 23:50:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
212063320,2021-09-05 23:49:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
212063894,2021-09-08 02:37:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212064071,2021-09-08 14:22:00+00,E13,Male,Black or African American,f,FALSE,TRUE,Jamaica Plain
212064162,2021-09-08 22:26:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212064693,2021-09-10 19:26:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212007688,2021-02-04 23:26:00+00,A1,Female,Black or African American,f,FALSE,TRUE,Downtown
212066431,2021-09-16 16:18:00+00,B3,Female,Black or African American,f,FALSE,FALSE,Mattapan
212066571,2021-09-17 03:10:12+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212067131,2021-09-18 21:56:00+00,E13,Male,Unknown,f,TRUE,FALSE,Jamaica Plain
212066760 ,2021-09-17 16:43:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212067845,2021-09-21 14:47:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
212069153,2021-09-25 20:59:00+00,B3,Female,Black or African American,t,FALSE,TRUE,Mattapan
212069153,2021-09-25 20:59:00+00,B3,Male,Black or African American,t,TRUE,FALSE,Mattapan
212069765,2021-09-27 21:00:00+00,E13,Male,,t,FALSE,FALSE,Jamaica Plain
212069765,2021-09-27 21:00:00+00,E13,Male,,t,FALSE,FALSE,Jamaica Plain
212071219,2021-10-02 20:20:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212071815,2021-10-05 00:05:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212072011,2021-10-05 17:10:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212072410,2021-10-06 22:55:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
212072721,2021-10-08 01:38:00+00,A1,Male,,f,FALSE,FALSE,Downtown
212073444,2021-10-10 14:59:00+00,E18,Male,Black or African American,f,FALSE,TRUE,Hyde Park
212073816,2021-10-11 21:49:00+00,E18,Female,Black or African American,f,FALSE,FALSE,Hyde Park
212074135,2021-10-12 21:31:00+00,B2,Male,Unknown,f,TRUE,FALSE,Roxbury
212075522,2021-10-17 18:15:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
212075898,2021-10-18 23:06:50+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212077335,2021-10-23 15:38:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
212078013,2021-10-26 00:35:00+00,E5,Male,,f,FALSE,FALSE,West Roxbury
212078823,2021-10-29 02:00:57+00,D4,Male,Black or African American,t,FALSE,FALSE,South End
212078823,2021-10-29 02:00:00+00,D4,Male,Black or African American,t,FALSE,FALSE,South End
212080667,2021-11-04 00:13:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212081709,2021-11-07 19:58:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212081137,2021-11-05 17:30:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212080778,2021-11-04 13:31:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212082116,2021-11-09 09:33:00+00,B3,,,t,FALSE,FALSE,Mattapan
212082116,2021-11-09 09:33:00+00,B3,,,t,FALSE,FALSE,Mattapan
212082116,2021-11-09 09:33:00+00,B3,,,t,FALSE,FALSE,Mattapan
212082297,2021-11-09 23:00:00+00,B3,Female,Black or African American,t,FALSE,TRUE,Mattapan
212082297,2021-11-09 23:00:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
212082557,2021-11-10 22:52:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212082552,2021-11-10 22:25:00+00,E18,Male,,f,FALSE,FALSE,Hyde Park
212083607,2021-11-15 00:30:30+00,D14,Male,Black or African American,t,FALSE,FALSE,Brighton
212083607,2021-11-15 00:30:43+00,D14,Male,Black or African American,t,FALSE,FALSE,Brighton
212083356,2021-11-13 22:36:30+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
212084130,2021-11-16 19:56:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212085481,2021-11-21 22:25:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212087290,2021-11-29 18:18:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
212087456,2021-11-30 13:21:00+00,B2,Male,Unknown,f,TRUE,FALSE,Roxbury
212085753,2021-11-22 21:55:00+00,E18,Male,White,f,TRUE,TRUE,Hyde Park
212088535,2021-12-03 23:49:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
212092374,2021-12-17 18:28:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
212091961,2021-12-16 12:24:00+00,A7,Male,Black or African American,f,FALSE,TRUE,East Boston
212092715,2021-12-19 01:54:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
212094543,2021-12-27 14:27:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
212094543,2021-12-27 14:27:00+00,B2,Female,Black or African American,t,FALSE,FALSE,Roxbury
222000057,2022-01-01 04:20:16+00,B2,Male,Unknown,f,TRUE,FALSE,Roxbury
222000343,2022-01-02 18:12:19+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
222000342,2022-01-02 18:25:12+00,C11,Female,Black or African American,t,FALSE,TRUE,Dorchester
222000342,2022-01-02 18:25:08+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
222000342,2022-01-02 18:25:32+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
222002059,2022-01-10 20:57:00+00,B2,Male,Black or African American,t,TRUE,FALSE,Roxbury
222002059,2022-01-10 20:57:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
222002059,2022-01-10 20:57:00+00,B2,Male,Unknown,t,FALSE,FALSE,Roxbury
222002279,2022-01-11 22:26:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
222003887,2022-01-18 18:51:10+00,C6,Male,White,f,FALSE,FALSE,South Boston
222005232,2022-01-24 20:18:00+00,A7,Male,Black or African American,f,FALSE,FALSE,East Boston
222010971,2022-02-15 01:56:00+00,C6,Male,White,f,TRUE,FALSE,South Boston
222012303,2022-02-19 23:12:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
222012303,2022-02-19 23:12:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
222013916,2022-02-26 22:43:00+00,C11,Male,White,f,FALSE,FALSE,Dorchester
222015951,2022-03-07 00:54:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222016123,2022-03-07 16:33:00+00,D14,Male,Black or African American,f,FALSE,FALSE,Brighton
222016376,2022-03-08 16:24:00+00,A7,Male,Unknown,f,TRUE,FALSE,East Boston
222016718,2022-03-09 22:57:00+00,C11,Male,Black or African American,f,TRUE,FALSE,Dorchester
222018193,2022-03-15 17:42:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
222018193,2022-03-15 17:42:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
222019112,2022-03-19 00:03:00+00,C11,Male,White,f,TRUE,FALSE,Dorchester
222019622,2022-03-21 02:18:00+00,B3,Female,White,f,TRUE,FALSE,Mattapan
222020180,2022-03-23 02:28:00+00,A7,Male,Black or African American,t,FALSE,FALSE,East Boston
222020180,2022-03-23 02:28:00+00,A7,Male,White,t,FALSE,FALSE,East Boston
222020987,2022-03-26 00:05:00+00,A15,Male,White,f,TRUE,FALSE,Charlestown
222021013,2022-03-28 02:26:43+00,E18,Female,White,f,TRUE,FALSE,Hyde Park
222022343,2022-03-30 23:42:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
222022630,2022-03-31 22:39:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
222023095,2022-03-31 22:58:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
222025135,2022-04-10 12:24:00+00,A15,Male,White,f,FALSE,FALSE,Charlestown
222024830,2022-04-09 03:38:00+00,C11,Male,Black or African American,f,TRUE,FALSE,Dorchester
222024777,2022-04-08 21:47:00+00,E5,Male,Black or African American,t,FALSE,TRUE,West Roxbury
222024777,2022-04-08 21:47:00+00,E5,Male,Black or African American,t,TRUE,FALSE,West Roxbury
222025588,2022-04-12 00:21:00+00,C6,Male,Black or African American,t,FALSE,FALSE,South Boston
222025588,2022-04-12 00:21:00+00,C6,Male,Black or African American,t,FALSE,FALSE,South Boston
222025490 ,2022-04-11 17:46:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
222025866,2022-04-12 22:58:30+00,E13,Male,White,t,TRUE,TRUE,Jamaica Plain
222025866,2022-04-12 22:58:45+00,E13,Male,Unknown,t,FALSE,FALSE,Jamaica Plain
222026988,2022-04-17 02:35:00+00,A1,Male,White,t,FALSE,FALSE,Downtown
222026988,2022-04-17 02:35:00+00,A1,Male,Asian,t,FALSE,FALSE,Downtown
222026546,2022-04-15 12:15:00+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
222028181,2022-04-22 00:11:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
222028494,2022-04-23 05:52:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222029636,2022-04-27 11:41:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
222030427,2022-04-29 23:15:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222032703,2022-05-08 15:18:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
222033583,2022-05-11 18:51:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
222034488,2022-05-14 21:08:00+00,B2,Male,Unknown,f,FALSE,FALSE,Roxbury
222034439,2022-05-14 18:01:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222035664,2022-05-18 20:46:00+00,B3,Male,White,t,TRUE,FALSE,Mattapan
222035664,2022-05-18 20:46:00+00,B3,Male,Black or African American,t,FALSE,FALSE,Mattapan
222036408,2022-05-21 03:56:00+00,E13,Male,White,t,TRUE,FALSE,Jamaica Plain
222036408,2022-05-21 03:56:39+00,E13,Male,,t,FALSE,FALSE,Jamaica Plain
222036546,2022-05-21 17:18:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
222037576,2022-05-24 23:43:00+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
222038052,2022-05-26 15:27:00+00,A1,,,f,FALSE,FALSE,Downtown
222038996,2022-05-29 21:00:16+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
222039044,2022-05-29 00:20:22+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222040203,2022-06-02 23:05:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
222040222,2022-06-03 00:01:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
222040222,2022-06-03 00:01:00+00,B3,Female,Black or African American,t,FALSE,FALSE,Mattapan
222043221,2022-06-12 21:27:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
222042669,2022-06-10 22:46:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
222043262,2022-06-13 01:34:00+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
222045881,2022-06-21 18:34:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222046251,2022-06-22 22:45:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
222048951,2022-07-02 03:53:00+00,E18,Female,Black or African American,f,FALSE,FALSE,Hyde Park
222048733,2022-07-01 13:15:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222049428,2022-07-03 22:42:33+00,B3,Male,Unknown,f,TRUE,FALSE,Mattapan
222049436,2022-07-03 22:57:14+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
222049436,2022-07-03 22:57:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
222049446,2022-07-04 00:16:41+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
222049446,2022-07-04 00:16:22+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
222049446,2022-07-04 00:16:58+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
222049443,2022-07-04 01:13:46+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
222049468,2022-07-04 01:34:00+00,E18,Female,Black or African American,f,TRUE,FALSE,Hyde Park
222049458,2022-07-04 02:19:58+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222049472,2022-07-04 02:24:39+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
222049692,2022-07-05 00:45:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
222050313,2022-07-06 22:07:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
222051795,2022-07-11 22:37:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
222052134,2022-07-12 23:23:47+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
222052134,2022-07-12 23:23:24+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
222052134,2022-07-12 23:23:27+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
222052134,2022-07-12 23:23:21+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
222053517,2022-07-17 21:14:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
222053065,2022-07-16 05:00:00+00,C6,Female,,f,FALSE,FALSE,South Boston
222053550,2022-07-17 22:37:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
222053912,2022-07-19 00:59:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222054193,2022-07-19 23:20:00+00,B2,Female,Unknown,f,TRUE,FALSE,Roxbury
222054155,2022-07-19 20:27:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
222054787,2022-07-21 22:02:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
222055619,2022-07-24 21:23:00+00,B3,Male,White,f,TRUE,FALSE,Mattapan
222055427,2022-07-24 01:54:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
222055413,2022-07-24 00:37:00+00,C6,Female,Black or African American,f,FALSE,FALSE,South Boston
222055218,2022-07-23 11:11:00+00,D4,Male,Black or African American,f,FALSE,FALSE,South End
222056542,2022-07-27 19:24:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
222057800,2022-07-31 22:31:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
222057800,2022-07-31 22:31:00+00,B2,Male,Black or African American,t,FALSE,FALSE,Roxbury
222057534 ,2022-07-30 23:49:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
222057534 ,2022-07-30 23:49:00+00,C11,Male,Unknown,t,FALSE,FALSE,Dorchester
222057534,2022-07-30 23:49:00+00,C11,Female,Unknown,t,FALSE,FALSE,Dorchester
222057902,2022-08-01 12:06:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
222059311,2022-08-06 02:04:00+00,A7,Male,Unknown,f,TRUE,FALSE,East Boston
222060964,2022-08-11 20:36:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
222061630,2022-08-13 22:00:00+00,D4,Male,Black or African American,f,FALSE,TRUE,South End
222061665,2022-08-14 01:13:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
222061649,2022-08-13 23:51:00+00,B2,Male,White,f,TRUE,FALSE,Roxbury
222061920,2022-08-15 00:46:00+00,B3,Female,White,f,TRUE,FALSE,Mattapan
222062857,2022-08-18 04:12:00+00,C6,Male,Black or African American,t,FALSE,FALSE,South Boston
222062857,2022-08-18 04:12:00+00,C6,Male,Black or African American,t,FALSE,FALSE,South Boston
222064023,2022-08-22 05:50:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222063940,2022-08-21 20:45:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222063657,2022-08-20 19:55:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222063508,2022-08-20 03:57:00+00,C11,Male,White,f,TRUE,FALSE,Dorchester
222065496,2022-08-27 00:10:00+00,C6,Male,Black or African American,f,FALSE,FALSE,South Boston
222065538,2022-08-27 06:45:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222065670,2022-08-27 15:10:00+00,E13,Male,White,f,TRUE,FALSE,Jamaica Plain
222065701,2022-08-28 17:41:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
222065647,2022-08-27 13:52:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222067867,2022-09-04 02:59:00+00,C11,Male,Black or African American,t,FALSE,TRUE,Dorchester
222067867,2022-09-04 02:59:00+00,C11,Male,Black or African American,t,FALSE,TRUE,Dorchester
222067822,2022-09-04 01:31:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
222065751,2022-08-27 08:15:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
222067132,2022-09-01 16:00:00+00,B2,Female,Black or African American,f,FALSE,FALSE,Roxbury
222066832,2022-08-31 17:06:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
222066903,2022-08-31 20:21:00+00,B2,Male,Black or African American,f,FALSE,TRUE,Roxbury
222066891,2022-08-31 19:58:00+00,B3,Male,Black or African American,f,FALSE,FALSE,Mattapan
222067867,2022-09-04 14:59:00+00,C11,Male,Black or African American,f,FALSE,FALSE,Dorchester
222070795,2022-09-14 13:56:00+00,B3,Male,,f,FALSE,FALSE,Mattapan
222071566,2022-09-16 23:50:00+00,C11,Female,Black or African American,t,FALSE,FALSE,Dorchester
222071566,2022-09-16 23:50:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
222073318,2022-09-22 23:59:00+00,B2,Male,Black or African American,f,TRUE,FALSE,Roxbury
222075243,2022-09-29 18:23:00+00,D4,Male,Black or African American,f,TRUE,TRUE,South End
222076138,2022-10-03 01:49:00+00,D4,Female,Black or African American,f,FALSE,FALSE,South End
222076415,2022-10-04 00:40:00+00,C11,Male,Black or African American,t,FALSE,TRUE,Dorchester
222076457,2022-10-04 09:35:00+00,B2,Male,Unknown,f,FALSE,FALSE,Roxbury
222076415,2022-10-04 00:40:00+00,C11,,,t,FALSE,FALSE,Dorchester
222077997,2022-10-09 23:03:27+00,E18,Male,Black or African American,f,FALSE,FALSE,Hyde Park
222078041,2022-10-10 06:30:09+00,E13,Male,Black or African American,f,FALSE,FALSE,Jamaica Plain
222078096,2022-10-10 12:18:00+00,B2,Male,Black or African American,t,FALSE,TRUE,Roxbury
222078096,2022-10-10 12:18:13+00,B2,Male,White,t,TRUE,FALSE,Roxbury
222079992,2022-10-17 00:23:00+00,E18,Male,White,f,FALSE,FALSE,Hyde Park
222079944,2022-10-16 20:55:00+00,C11,Female,Black or African American,t,FALSE,TRUE,Dorchester
222079944,2022-10-16 20:55:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
222079944,2022-10-16 20:55:00+00,C11,Male,Black or African American,t,FALSE,FALSE,Dorchester
222080826,2022-10-19 19:08:00+00,B2,Male,Black or African American,f,FALSE,FALSE,Roxbury
222081761,2022-10-23 04:47:00+00,E18,Female,Black or African American,f,FALSE,TRUE,Hyde Park
222081486,2022-10-22 01:03:00+00,B3,Male,Black or African American,f,FALSE,TRUE,Mattapan
222081494,2022-10-22 03:49:00+00,E18,Female,Black or African American,f,FALSE,FALSE,Hyde Park
222081951,2022-10-23 22:29:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
222082764,2022-10-26 19:18:00+00,C11,Male,Black or African American,f,FALSE,TRUE,Dorchester
222083762,2022-10-30 05:50:00+00,C11,Male,White,t,TRUE,FALSE,Dorchester
222083762,2022-10-30 05:50:00+00,C11,Male,White,t,FALSE,FALSE,Dorchester
222083762,2022-10-30 05:50:00+00,C11,Female,White,t,TRUE,FALSE,Dorchester
